,Id,library,also_in,Name,SMILES,raw_SMILES,inchikey,N_heavy_atoms,Murcko,Murcko_name
741,Z19750454,DSiPoised,,"N-(5-methyl-1,2-oxazol-3-yl)-2-(phenylsulfanyl)acetamide",Cc1cc(NC(=O)CSc2ccccc2)no1,Cc1cc(NC(=O)CSc2ccccc2)no1,VLUWXAXUFWOUPM-UHFFFAOYSA-N,17,O=C(CSc1ccccc1)Nc1ccon1,"N-(1,2-oxazol-3-yl)-2-phenylsulfanylacetamide"
742,Z56953052,DSiPoised,,1-(4-fluorobenzenesulfonyl)piperazine,Fc1ccc(cc1)S(=O)(=O)N2CCNCC2,Fc1ccc(cc1)S(=O)(=O)N2CCNCC2,KKDHOKJGLSITHN-UHFFFAOYSA-N,16,O=S(=O)(c1ccccc1)N1CCNCC1,1-phenylsulfonylpiperazine
743,Z26251905,DSiPoised,,"2-(5,6-dimethyl-1H-1,3-benzodiazol-1-yl)acetamide",Cc1cc2ncn(CC(=O)N)c2cc1C,Cc1cc2ncn(CC(=O)N)c2cc1C,SWCAUGSWPOZEHM-UHFFFAOYSA-N,15,c1ccc2[nH]cnc2c1,1H-Benzimidazole
744,Z165170770,DSiPoised,,N-methyl-4-sulfamoylbenzamide,CNC(=O)c1ccc(cc1)S(=O)(=O)N,CNC(=O)c1ccc(cc1)S(=O)(=O)N,CTDFBRMMEMHBEO-UHFFFAOYSA-N,14,c1ccccc1,benzene
745,Z275181224,DSiPoised,,N-[(1-ethyl-1H-pyrazol-4-yl)methyl]pyridine-3-carboxamide,CCn1cc(CNC(=O)c2cccnc2)cn1,CCn1cc(CNC(=O)c2cccnc2)cn1,BMMWLPQUDGCRRJ-UHFFFAOYSA-N,17,O=C(NCc1cn[nH]c1)c1cccnc1,
746,Z319891284,DSiPoised,,"3-(1-methanesulfonylpyrrolidin-2-yl)-5-methyl-1,2-oxazole",Cc1cc(no1)C2CCCN2S(=O)(=O)C,Cc1cc(no1)C2CCCN2S(=O)(=O)C,IUKADXXFBFQTOO-UHFFFAOYSA-N,15,c1cc(C2CCCN2)no1,"3-pyrrolidin-2-yl-1,2-oxazole"
747,Z2239077906,DSiPoised,,1-{[1-(difluoromethyl)-1H-imidazol-2-yl]methyl}piperazine,FC(F)n1ccnc1CN2CCNCC2,FC(F)n1ccnc1CN2CCNCC2,UOACRLZMVQSRRB-UHFFFAOYSA-N,15,c1c[nH]c(CN2CCNCC2)n1,1-(1H-imidazol-2-ylmethyl)piperazine
748,Z33486130,DSiPoised,,"5-acetamidobenzene-1,3-dicarboxamide",CC(=O)Nc1cc(cc(c1)C(=O)N)C(=O)N,CC(=O)Nc1cc(cc(c1)C(=O)N)C(=O)N,FOKLVEFKHPBJDB-UHFFFAOYSA-N,16,c1ccccc1,benzene
749,Z1623890017,DSiPoised,,"1-[5-(thiophen-2-yl)-1,2,4-oxadiazol-3-yl]piperidine",C1CCN(CC1)c2noc(n2)c3cccs3,C1CCN(CC1)c2noc(n2)c3cccs3,IAJOEQNWEYPADK-UHFFFAOYSA-N,16,c1csc(-c2nc(N3CCCCC3)no2)c1,
750,Z1203730757,DSiPoised,,4-methoxy-1H-indole,COc1cccc2[nH]ccc12,COc1cccc2[nH]ccc12,LUNOXNMCFPFPMO-UHFFFAOYSA-N,11,c1ccc2[nH]ccc2c1,1H-Indole
751,Z131833926,DSiPoised,,3-[(4-methylpiperidin-1-yl)methyl]-1H-indole,CC1CCN(Cc2c[nH]c3ccccc23)CC1,CC1CCN(Cc2c[nH]c3ccccc23)CC1,DGCGMYNLCDVYMB-UHFFFAOYSA-N,17,c1ccc2c(CN3CCCCC3)c[nH]c2c1,3-(piperidin-1-ylmethyl)-1H-indole
752,Z239624786,DSiPoised,,N-[1-(pyridin-3-yl)ethyl]cyclopropanamine,CC(NC1CC1)c2cccnc2,CC(NC1CC1)c2cccnc2,XJCXOPUZWYXCES-UHFFFAOYSA-N,12,c1cncc(CNC2CC2)c1,N-(pyridin-3-ylmethyl)cyclopropanamine
753,Z982117526,DSiPoised,,"[1-(3,4-dichlorophenyl)-1H-1,2,3-triazol-4-yl]methanol",OCc1cn(nn1)c2ccc(Cl)c(Cl)c2,OCc1cn(nn1)c2ccc(Cl)c(Cl)c2,DMIRTDWEKUNBDX-UHFFFAOYSA-N,15,c1ccc(-n2ccnn2)cc1,1-phenyltriazole
754,Z1255402624,DSiPoised,,"2-tert-butylbenzene-1,4-diol",CC(C)(C)c1cc(O)ccc1O,CC(C)(C)c1cc(O)ccc1O,BGNXCDMCOKJUMV-UHFFFAOYSA-N,12,c1ccccc1,benzene
755,Z19234337,DSiPoised,,methyl 2-(4-cyanophenoxy)acetate,COC(=O)COc1ccc(C#N)cc1,COC(=O)COc1ccc(C#N)cc1,MAVSETCJUQQWBN-UHFFFAOYSA-N,14,c1ccccc1,benzene
756,Z1694504496,DSiPoised,,"1,3-dimethyl-N-(1-methyl-1H-pyrazol-4-yl)piperidin-4-amine",CC1CN(C)CCC1Nc2cnn(C)c2,CC1CN(C)CCC1Nc2cnn(C)c2,VAWKNCFCSDGWHR-UHFFFAOYSA-N,15,c1n[nH]cc1NC1CCNCC1,
757,Z68299550,DSiPoised,,3-chloro-N-(1-hydroxy-2-methylpropan-2-yl)benzamide,CC(C)(CO)NC(=O)c1cccc(Cl)c1,CC(C)(CO)NC(=O)c1cccc(Cl)c1,XZDXDRPMHCVWBK-UHFFFAOYSA-N,15,c1ccccc1,benzene
758,Z1333043510,DSiPoised,,"1-methyl-1,2,3,4-tetrahydroquinoline-7-sulfonamide",CN1CCCc2ccc(cc12)S(=O)(=O)N,CN1CCCc2ccc(cc12)S(=O)(=O)N,OUJFDUTZTPBMDN-UHFFFAOYSA-N,15,c1ccc2c(c1)CCCN2,"1,2,3,4-Tetrahydroquinoline"
759,Z959883014,DSiPoised,,"2-amino-N,N-dimethylpyridine-4-carboxamide",CN(C)C(=O)c1ccnc(N)c1,CN(C)C(=O)c1ccnc(N)c1,ZIFFOQAGOVCTAG-UHFFFAOYSA-N,12,c1ccncc1,Pyridine
760,Z1685106505,DSiPoised,,"5-cyclobutyl-3-(1-methyl-1H-imidazol-2-yl)-1,2,4-oxadiazole",Cn1ccnc1c2noc(n2)C3CCC3,Cn1ccnc1c2noc(n2)C3CCC3,OPUWQKONOBGDBJ-UHFFFAOYSA-N,15,c1c[nH]c(-c2noc(C3CCC3)n2)n1,
761,Z33452106,DSiPoised,,N-(2-hydroxy-4-methylphenyl)propanamide,CCC(=O)Nc1ccc(C)cc1O,CCC(=O)Nc1ccc(C)cc1O,VFXXPGGIPBIYCC-UHFFFAOYSA-N,13,c1ccccc1,benzene
762,Z1220452176,DSiPoised,,N-[2-(5-fluoro-1H-indol-3-yl)ethyl]acetamide,CC(=O)NCCc1c[nH]c2ccc(F)cc12,CC(=O)NCCc1c[nH]c2ccc(F)cc12,UDLASALUJLTGJV-UHFFFAOYSA-N,16,c1ccc2[nH]ccc2c1,1H-Indole
763,Z1503180352,DSiPoised,,"6-methoxy-2,3,4,5-tetrahydro-1H-1-benzazepin-2-one",COc1cccc2NC(=O)CCCc12,COc1cccc2NC(=O)CCCc12,NEMWEYAZCVDHEF-UHFFFAOYSA-N,14,O=C1CCCc2ccccc2N1,"1,3,4,5-tetrahydro-1-benzazepin-2-one"
764,Z1439422127,DSiPoised,,"2,3-dimethyl-4-(3-methyl-1,2,4-thiadiazol-5-yl)morpholine",CC1OCCN(C1C)c2nc(C)ns2,CC1OCCN(C1C)c2nc(C)ns2,ZYTILAVGDCNHRS-UHFFFAOYSA-N,14,c1nsc(N2CCOCC2)n1,"4-(1,2,4-thiadiazol-5-yl)morpholine"
765,Z31721798,DSiPoised,,3-cyclohexyl-1-(morpholin-4-yl)propan-1-one,O=C(CCC1CCCCC1)N2CCOCC2,O=C(CCC1CCCCC1)N2CCOCC2,KUIOCGNNDZSGKS-UHFFFAOYSA-N,16,O=C(CCC1CCCCC1)N1CCOCC1,3-cyclohexyl-1-morpholin-4-ylpropan-1-one
766,Z62645406,DSiPoised,,"2-methoxy-N-(4-phenyl-1,3-thiazol-2-yl)acetamide",COCC(=O)Nc1nc(cs1)c2ccccc2,COCC(=O)Nc1nc(cs1)c2ccccc2,ZSDPCJILFHMGQO-UHFFFAOYSA-N,17,c1ccc(-c2cscn2)cc1,"4-Phenyl-1,3-thiazole"
767,Z477328060,DSiPoised,,1-(methylamino)cyclopentane-1-carboxamide,CNC1(CCCC1)C(=O)N,CNC1(CCCC1)C(=O)N,OESOTMQEPBMDID-UHFFFAOYSA-N,10,C1CCCC1,Cyclopentane
768,Z135439900,DSiPoised,,"N,N-diethyl-3-methyl-1,2-oxazole-5-carboxamide",CCN(CC)C(=O)c1cc(C)no1,CCN(CC)C(=O)c1cc(C)no1,VJHBSTACGXETFD-UHFFFAOYSA-N,13,c1cnoc1,"1,2-oxazole"
769,Z137811222,DSiPoised,,1-[4-(3-phenylpropyl)piperazin-1-yl]ethan-1-one,CC(=O)N1CCN(CCCc2ccccc2)CC1,CC(=O)N1CCN(CCCc2ccccc2)CC1,XQYKCRQRBYLELO-UHFFFAOYSA-N,18,c1ccc(CCCN2CCNCC2)cc1,1-(3-phenylpropyl)piperazine
770,Z169917694,DSiPoised,,2-cyano-N-[(4-methoxyphenyl)methyl]acetamide,COc1ccc(CNC(=O)CC#N)cc1,COc1ccc(CNC(=O)CC#N)cc1,CZEXVFFBZBDCNV-UHFFFAOYSA-N,15,c1ccccc1,benzene
771,Z332725774,DSiPoised,,"1-(6-amino-2,3-dihydro-1H-indol-1-yl)-2-phenylethan-1-one",Nc1ccc2CCN(C(=O)Cc3ccccc3)c2c1,Nc1ccc2CCN(C(=O)Cc3ccccc3)c2c1,CBZXIRGLROWODV-UHFFFAOYSA-N,19,O=C(Cc1ccccc1)N1CCc2ccccc21,"1-(2,3-dihydroindol-1-yl)-2-phenylethanone"
772,Z1251207602,DSiPoised,,"1-(5-methyl-1,3,4-thiadiazol-2-yl)piperidine",Cc1nnc(s1)N2CCCCC2,Cc1nnc(s1)N2CCCCC2,IIDJDXATFNHHGO-UHFFFAOYSA-N,12,c1nnc(N2CCCCC2)s1,"1-(1,3,4-thiadiazol-2-yl)piperidine"
773,Z729726784,DSiPoised,,"2-cyclopentyl-N-(3-methyl-1,2,4-oxadiazol-5-yl)acetamide",Cc1noc(NC(=O)CC2CCCC2)n1,Cc1noc(NC(=O)CC2CCCC2)n1,BXPGKHXJBBUYFC-UHFFFAOYSA-N,15,O=C(CC1CCCC1)Nc1ncno1,
774,Z1147504955,DSiPoised,,3-fluoro-N-[(oxan-4-yl)methyl]pyridin-2-amine,Fc1cccnc1NCC2CCOCC2,Fc1cccnc1NCC2CCOCC2,RDLLIXJKRKAZRZ-UHFFFAOYSA-N,15,c1ccc(NCC2CCOCC2)nc1,
775,Z1154747269,DSiPoised,,"3-(2-hydroxyethyl)-3,4-dihydropyrimidin-4-one",OCCn1cnccc1=O,OCCn1cnccc1=O,HFZYCRPBIIVEAW-UHFFFAOYSA-N,10,O=c1ccnc[nH]1,3H-Pyrimidin-4-one
776,Z1157654117,DSiPoised,,"4-benzylpiperazine-2,6-dione",O=C1CN(Cc2ccccc2)CC(=O)N1,O=C1CN(Cc2ccccc2)CC(=O)N1,VURIYIYAKMLWMZ-UHFFFAOYSA-N,15,O=C1CN(Cc2ccccc2)CC(=O)N1,"4-(phenylmethyl)piperazine-2,6-dione"
777,Z262247854,DSiPoised,,"2-methoxy-N-(3-methyl-1,1-dioxo-1lambda6-thiolan-3-yl)acetamide",COCC(=O)NC1(C)CCS(=O)(=O)C1,COCC(=O)NC1(C)CCS(=O)(=O)C1,INPHJGKASHJNDO-UHFFFAOYSA-N,14,O=S1(=O)CCCC1,"thiolane 1,1-dioxide"
778,Z71580604,DSiPoised,,N-(5-methylpyridin-2-yl)oxolane-2-carboxamide,Cc1ccc(NC(=O)C2CCCO2)nc1,Cc1ccc(NC(=O)C2CCCO2)nc1,BFRXGCPOQMOBHK-UHFFFAOYSA-N,15,O=C(Nc1ccccn1)C1CCCO1,N-pyridin-2-yloxolane-2-carboxamide
779,Z1486018170,DSiPoised,,2-(4-chloro-3-fluorophenoxy)acetic acid,OC(=O)COc1ccc(Cl)c(F)c1,OC(=O)COc1ccc(Cl)c(F)c1,MJANPPVGNVZMAI-UHFFFAOYSA-N,13,c1ccccc1,benzene
780,Z45527714,DSiPoised,,2-chloro-N-methylbenzene-1-sulfonamide,CNS(=O)(=O)c1ccccc1Cl,CNS(=O)(=O)c1ccccc1Cl,OSFAUZAAZLLTSW-UHFFFAOYSA-N,12,c1ccccc1,benzene
781,Z57778470,DSiPoised,,"1-methyl-N-[(2-methylphenyl)methyl]-1H-1,2,3,4-tetrazol-5-amine",Cc1ccccc1CNc2nnnn2C,Cc1ccccc1CNc2nnnn2C,CHQPGTNAKZDALZ-UHFFFAOYSA-N,15,c1ccc(CNc2nnn[nH]2)cc1,
782,Z1272517105,DSiPoised,,"{1-methyl-2-[(3-methyl-1,2,4-thiadiazol-5-yl)amino]cyclopentyl}methanol",Cc1nsc(NC2CCCC2(C)CO)n1,Cc1nsc(NC2CCCC2(C)CO)n1,OXBOFYWMHPKHNR-UHFFFAOYSA-N,15,c1nsc(NC2CCCC2)n1,"N-cyclopentyl-1,2,4-thiadiazol-5-amine"
783,Z793500562,DSiPoised,,"ethyl 3-(4-methylphenyl)-1,2-oxazole-5-carboxylate",CCOC(=O)c1cc(no1)c2ccc(C)cc2,CCOC(=O)c1cc(no1)c2ccc(C)cc2,QVTSWNIDYMQSIJ-UHFFFAOYSA-N,17,c1ccc(-c2ccon2)cc1,"3-phenyl-1,2-oxazole"
784,Z192981502,DSiPoised,,"methyl N-(4-methyl-1,3-benzothiazol-2-yl)carbamate",COC(=O)Nc1nc2c(C)cccc2s1,COC(=O)Nc1nc2c(C)cccc2s1,UXVQNUSTCPAWRV-UHFFFAOYSA-N,15,c1ccc2scnc2c1,"1,3-benzothiazole"
785,Z111529496,DSiPoised,,"N-[(1H-1,3-benzodiazol-2-yl)methyl]-2-methoxyacetamide",COCC(=O)NCc1nc2ccccc2[nH]1,COCC(=O)NCc1nc2ccccc2[nH]1,LZINBAGZNCYRNQ-UHFFFAOYSA-N,16,c1ccc2[nH]cnc2c1,1H-Benzimidazole
786,Z449377044,DSiPoised,Euopen,6-ethoxypyridine-3-carboxamide,CCOc1ccc(cn1)C(=O)N,CCOc1ccc(cn1)C(=O)N,BCFWYDOMOVRTHG-UHFFFAOYSA-N,12,c1ccncc1,Pyridine
787,Z45656995,DSiPoised,,4-methanesulfonamidobenzamide,CS(=O)(=O)Nc1ccc(cc1)C(=O)N,CS(=O)(=O)Nc1ccc(cc1)C(=O)N,DVCWUTSWCVQZSC-UHFFFAOYSA-N,14,c1ccccc1,benzene
788,Z1889787519,DSiPoised,,"(2S)-1-{[(1,3-dioxaindan-5-yl)methyl]amino}propan-2-ol",C[C@H](O)CNCc1ccc2OCOc2c1,C[C@H](O)CNCc1ccc2OCOc2c1,VIYPNISBCRFBOV-QMMMGPOBSA-N,15,c1ccc2c(c1)OCO2,"1,3-Benzodioxole"
789,Z45515569,DSiPoised,,"N-(2-cyanoethyl)-N,4-dimethylbenzene-1-sulfonamide",CN(CCC#N)S(=O)(=O)c1ccc(C)cc1,CN(CCC#N)S(=O)(=O)c1ccc(C)cc1,GSZGTQQXLVDTLH-UHFFFAOYSA-N,16,c1ccccc1,benzene
790,Z240297434,DSiPoised,,"3-methyl-N-(1-methyl-1H-pyrazol-3-yl)-1,2-oxazole-5-carboxamide",Cc1cc(on1)C(=O)Nc2ccn(C)n2,Cc1cc(on1)C(=O)Nc2ccn(C)n2,DMCIRIFKONIQNK-UHFFFAOYSA-N,15,O=C(Nc1cc[nH]n1)c1ccno1,
791,Z385440544,DSiPoised,,2-cyclopropyl-2-acetamidopropanoic acid,CC(=O)NC(C)(C1CC1)C(=O)O,CC(=O)NC(C)(C1CC1)C(=O)O,VWQKLKHJGPCATE-UHFFFAOYSA-N,12,C1CC1,cyclopropane
792,Z137790394,DSiPoised,,"4-[(5-chloro-1,2,3-thiadiazol-4-yl)methyl]morpholine",Clc1snnc1CN2CCOCC2,Clc1snnc1CN2CCOCC2,PTFMLOCDFPJQDW-UHFFFAOYSA-N,13,c1snnc1CN1CCOCC1,4-(thiadiazol-4-ylmethyl)morpholine
793,Z54748186,DSiPoised,,1-[(3-methoxyphenyl)methyl]piperidine-4-carboxamide,COc1cccc(CN2CCC(CC2)C(=O)N)c1,COc1cccc(CN2CCC(CC2)C(=O)N)c1,WXCVYHZGCBQABJ-UHFFFAOYSA-N,18,c1ccc(CN2CCCCC2)cc1,1-(phenylmethyl)piperidine
794,Z28143241,DSiPoised,,N-(3-fluorophenyl)pyrazine-2-carboxamide,Fc1cccc(NC(=O)c2cnccn2)c1,Fc1cccc(NC(=O)c2cnccn2)c1,QMVREAWASISRKL-UHFFFAOYSA-N,16,O=C(Nc1ccccc1)c1cnccn1,N-phenylpyrazine-2-carboxamide
795,Z409022580,DSiPoised,,3-amino-N-ethyl-N-methylbenzamide,CCN(C)C(=O)c1cccc(N)c1,CCN(C)C(=O)c1cccc(N)c1,URNKFNQWYLXELN-UHFFFAOYSA-N,13,c1ccccc1,benzene
796,Z741055844,DSiPoised,,"4-(1,2,3-thiadiazole-4-carbonyl)morpholine",O=C(N1CCOCC1)c2csnn2,O=C(N1CCOCC1)c2csnn2,BPUDGPLMUNVDOA-UHFFFAOYSA-N,13,O=C(c1csnn1)N1CCOCC1,morpholin-4-yl-(thiadiazol-4-yl)methanone
797,Z57260539,DSiPoised,,2-(2-methoxyacetamido)benzamide,COCC(=O)Nc1ccccc1C(=O)N,COCC(=O)Nc1ccccc1C(=O)N,KJFCLDCGWDHQFI-UHFFFAOYSA-N,15,c1ccccc1,benzene
798,Z31408124,DSiPoised,,N-[(furan-2-yl)methyl]pyrazine-2-carboxamide,O=C(NCc1ccco1)c2cnccn2,O=C(NCc1ccco1)c2cnccn2,PIDSEZUHJRRXFS-UHFFFAOYSA-N,15,O=C(NCc1ccco1)c1cnccn1,N-(furan-2-ylmethyl)pyrazine-2-carboxamide
799,Z85934875,DSiPoised,,N-methyl-2-(piperazin-1-yl)acetamide,CNC(=O)CN1CCNCC1,CNC(=O)CN1CCNCC1,SOTHHBNFPDRYCM-UHFFFAOYSA-N,11,C1CNCCN1,Piperazine
800,Z277468266,DSiPoised,,"N,N,4-trimethylpiperazine-1-sulfonamide",CN(C)S(=O)(=O)N1CCN(C)CC1,CN(C)S(=O)(=O)N1CCN(C)CC1,IKGRULXJLHFPBU-UHFFFAOYSA-N,13,C1CNCCN1,Piperazine
801,Z18618496,DSiPoised,,methyl 2-(cyclohexylformamido)acetate,COC(=O)CNC(=O)C1CCCCC1,COC(=O)CNC(=O)C1CCCCC1,ANWVRESNPYHPKG-UHFFFAOYSA-N,14,C1CCCCC1,Cyclohexane
802,Z85956652,DSiPoised,,2-amino-N-(3-chloro-2-methylphenyl)acetamide hydrochloride,Cc1c(Cl)cccc1NC(=O)CN,Cl.Cc1c(Cl)cccc1NC(=O)CN,FPQHYOUXKZRHSA-UHFFFAOYSA-N,13,c1ccccc1,benzene
803,Z19733482,DSiPoised,,"N,N-dimethyl-2-(2-methylphenoxy)acetamide",CN(C)C(=O)COc1ccccc1C,CN(C)C(=O)COc1ccccc1C,QTVILMLWBQTJNT-UHFFFAOYSA-N,14,c1ccccc1,benzene
804,Z1004825200,DSiPoised,,"N1-[(3-chloro-4-fluorophenyl)methyl]pyrrolidine-1,3-dicarboxamide",NC(=O)C1CCN(C1)C(=O)NCc2ccc(F)c(Cl)c2,NC(=O)C1CCN(C1)C(=O)NCc2ccc(F)c(Cl)c2,FZXHGNNYWOIDPP-UHFFFAOYSA-N,20,O=C(NCc1ccccc1)N1CCCC1,N-(phenylmethyl)pyrrolidine-1-carboxamide
805,Z396380540,DSiPoised,,"N-(cyclobutylmethyl)-1,5-dimethyl-1H-pyrazole-4-carboxamide",Cc1c(cnn1C)C(=O)NCC2CCC2,Cc1c(cnn1C)C(=O)NCC2CCC2,WFWUJGIABNGBBR-UHFFFAOYSA-N,15,O=C(NCC1CCC1)c1cn[nH]c1,
806,Z55222357,DSiPoised,,"N-(4-fluorophenyl)-2-(2-imino-2,3-dihydro-1,3-thiazol-3-yl)acetamide",Fc1ccc(NC(=O)Cn2ccsc2=N)cc1,Fc1ccc(NC(=O)Cn2ccsc2=N)cc1,YSOFQLTWZHTBOV-UHFFFAOYSA-N,17,N=c1sccn1CC(=O)Nc1ccccc1,
807,Z1757321532,DSiPoised,,N-methyl-1-(piperidin-3-yl)-1H-pyrazole-3-carboxamide hydrochloride,CNC(=O)c1ccn(n1)C2CCCNC2,Cl.CNC(=O)c1ccn(n1)C2CCCNC2,ALNAOOBLZPTRJH-UHFFFAOYSA-N,15,c1cnn(C2CCCNC2)c1,3-pyrazol-1-ylpiperidine
808,Z332751146,DSiPoised,,"5-cyclopropyl-N,N-dimethyl-1H-pyrazole-3-carboxamide",CN(C)C(=O)c1cc([nH]n1)C2CC2,CN(C)C(=O)c1cc([nH]n1)C2CC2,WXEXSENATHMCMO-UHFFFAOYSA-N,13,c1cc(C2CC2)[nH]n1,3-cyclopropyl-2H-pyrazole
809,Z600458168,DSiPoised,,1-(2-methyl-1H-imidazol-1-yl)propan-2-ol,CC(O)Cn1ccnc1C,CC(O)Cn1ccnc1C,VUFBCWUJICCKDU-UHFFFAOYSA-N,10,c1c[nH]cn1,1H-Imidazole
810,Z992569480,DSiPoised,,N-methyl-1-(pyridazin-3-yl)piperidin-3-amine,CNC1CCCN(C1)c2cccnn2,CNC1CCCN(C1)c2cccnn2,QLSDWIHANVSIEK-UHFFFAOYSA-N,14,c1cnnc(N2CCCCC2)c1,3-piperidin-1-ylpyridazine
811,Z1562155982,DSiPoised,,"N,N-dimethyl-2-(piperidin-4-yl)acetamide hydrochloride",CN(C)C(=O)CC1CCNCC1,Cl.CN(C)C(=O)CC1CCNCC1,QLGTUZHDVFYBCD-UHFFFAOYSA-N,12,C1CCNCC1,Piperidine
812,Z1201621547,DSiPoised,,methyl 3-aminopyridine-4-carboxylate,COC(=O)c1ccncc1N,COC(=O)c1ccncc1N,XLQIGLBALJNHKR-UHFFFAOYSA-N,11,c1ccncc1,Pyridine
813,Z48852953,DSiPoised,,"4-methyl-N-[(oxolan-2-yl)methyl]-1,3-thiazol-2-amine",Cc1csc(NCC2CCCO2)n1,Cc1csc(NCC2CCCO2)n1,VWLMRMKWLYRBMA-UHFFFAOYSA-N,13,c1csc(NCC2CCCO2)n1,"N-(oxolan-2-ylmethyl)-1,3-thiazol-2-amine"
814,Z1689442171,DSiPoised,,"4-(5-fluoro-1,2,3,6-tetrahydropyridine-1-carbonyl)morpholine",FC1=CCCN(C1)C(=O)N2CCOCC2,FC1=CCCN(C1)C(=O)N2CCOCC2,LDGCQIOEOKUKQW-UHFFFAOYSA-N,15,O=C(N1CC=CCC1)N1CCOCC1,
815,Z1626962131,DSiPoised,,"N-(6-methyl-1,3-dioxaindan-5-yl)acetamide",CC(=O)Nc1cc2OCOc2cc1C,CC(=O)Nc1cc2OCOc2cc1C,AQEGZDFRJZQYSE-UHFFFAOYSA-N,14,c1ccc2c(c1)OCO2,"1,3-Benzodioxole"
816,Z48847639,DSiPoised,,"4-(4-ethylphenyl)-5-methyl-1,3-thiazol-2-amine",CCc1ccc(cc1)c2nc(N)sc2C,CCc1ccc(cc1)c2nc(N)sc2C,DXJYDMVDEAVIJL-UHFFFAOYSA-N,15,c1ccc(-c2cscn2)cc1,"4-Phenyl-1,3-thiazole"
817,Z1545312521,DSiPoised,,(2S)-N-(3-chloro-2-methylphenyl)oxolane-2-carboxamide,Cc1c(Cl)cccc1NC(=O)[C@@H]2CCCO2,Cc1c(Cl)cccc1NC(=O)[C@@H]2CCCO2,BKWNJEPRFSSIFE-NSHDSACASA-N,16,O=C(Nc1ccccc1)[C@@H]1CCCO1,
818,Z57292433,DSiPoised,,"4-fluoro-N-(2-methyl-2H-1,2,3,4-tetrazol-5-yl)benzamide",Cn1nnc(NC(=O)c2ccc(F)cc2)n1,Cn1nnc(NC(=O)c2ccc(F)cc2)n1,WKUZEDGCNUNXRQ-UHFFFAOYSA-N,16,O=C(Nc1nn[nH]n1)c1ccccc1,N-(2H-tetrazol-5-yl)benzamide
819,Z1565771450,DSiPoised,,"N-(8-methyl-1,2,3,4-tetrahydroquinolin-5-yl)acetamide",CC(=O)Nc1ccc(C)c2NCCCc12,CC(=O)Nc1ccc(C)c2NCCCc12,RYRDUZSMONMBBE-UHFFFAOYSA-N,15,c1ccc2c(c1)CCCN2,"1,2,3,4-Tetrahydroquinoline"
820,Z600615204,DSiPoised,,"2-(3-amino-1H-1,2,4-triazol-1-yl)-N,N-dimethylacetamide",CN(C)C(=O)Cn1cnc(N)n1,CN(C)C(=O)Cn1cnc(N)n1,BDJULJUUOGRMRX-UHFFFAOYSA-N,12,c1nc[nH]n1,"1H-1,2,4-Triazole"
821,Z46169164,DSiPoised,,N-(4-fluorophenyl)-2-(pyrrolidin-1-yl)acetamide,Fc1ccc(NC(=O)CN2CCCC2)cc1,Fc1ccc(NC(=O)CN2CCCC2)cc1,XUHKVJOCQINJLO-UHFFFAOYSA-N,16,O=C(CN1CCCC1)Nc1ccccc1,N-phenyl-2-pyrrolidin-1-ylacetamide
822,Z600454044,DSiPoised,,2-methyl-1-[(oxan-4-yl)amino]propan-2-ol,CC(C)(O)CNC1CCOCC1,CC(C)(O)CNC1CCOCC1,JRCNNLWYWYAKEO-UHFFFAOYSA-N,12,C1CCOCC1,"Oxane
2,3,4,5-tetrahydropyran"
823,Z300081412,DSiPoised,,4-(piperidine-3-sulfonyl)morpholine,O=S(=O)(C1CCCNC1)N2CCOCC2,O=S(=O)(C1CCCNC1)N2CCOCC2,CETMZBUTGMAJLR-UHFFFAOYSA-N,15,O=S(=O)(C1CCCNC1)N1CCOCC1,4-piperidin-3-ylsulfonylmorpholine
824,Z57515803,DSiPoised,,(4-chlorophenyl)methyl pyridine-3-carboxylate,Clc1ccc(COC(=O)c2cccnc2)cc1,Clc1ccc(COC(=O)c2cccnc2)cc1,FLUZHFKASOGKOP-UHFFFAOYSA-N,17,O=C(OCc1ccccc1)c1cccnc1,phenylmethyl pyridine-3-carboxylate
825,Z123622274,DSiPoised,,2-[4-(2-methoxyphenyl)piperazin-1-yl]acetonitrile,COc1ccccc1N2CCN(CC#N)CC2,COc1ccccc1N2CCN(CC#N)CC2,CMNAMTJQXKKSGP-UHFFFAOYSA-N,17,c1ccc(N2CCNCC2)cc1,1-phenylpiperazine
826,Z513800486,DSiPoised,,methyl[1-(pyridin-4-yl)propyl]amine,CCC(NC)c1ccncc1,CCC(NC)c1ccncc1,LOFCJGPTBIGJGR-UHFFFAOYSA-N,11,c1ccncc1,Pyridine
827,Z1265813904,DSiPoised,,"7-fluoro-N,N-dimethyl-1-benzofuran-2-carboxamide",CN(C)C(=O)c1cc2cccc(F)c2o1,CN(C)C(=O)c1cc2cccc(F)c2o1,ASMPIWMZHMGTON-UHFFFAOYSA-N,15,c1ccc2occc2c1,1-benzofuran
828,Z1587220559,DSiPoised,Euopen,"2-{[(1H-1,3-benzodiazol-2-yl)amino]methyl}phenol",Oc1ccccc1CNc2nc3ccccc3[nH]2,Oc1ccccc1CNc2nc3ccccc3[nH]2,OCDMDLRMBVJKCG-UHFFFAOYSA-N,18,c1ccc(CNc2nc3ccccc3[nH]2)cc1,N-(phenylmethyl)-1H-benzimidazol-2-amine
