,Id,library,also_in,Name,SMILES,raw_SMILES,inchikey,N_heavy_atoms,Murcko,Murcko_name
0,Y3D-01,York3D,,2-methylpyrrolidine-2-carboxamide,CC1(C(N)=O)NCCC1,CC1(C(N)=O)NCCC1,KYJNYMVMZKFIKI-UHFFFAOYSA-N,9,C1CCNC1,pyrrolidine
1,Y3D-02,York3D,,2-(methoxymethyl)-2-methylpyrrolidine,CC1(COC)NCCC1,CC1(COC)NCCC1,DTELXVYYTBMURM-UHFFFAOYSA-N,9,C1CCNC1,pyrrolidine
2,Y3D-03,York3D,,1-acetyl-2-methylpyrrolidine-2-carboxylicacid,CC1(C(O)=O)N(C(C)=O)CCC1,CC1(C(O)=O)N(C(C)=O)CCC1,VOSYPKQVDFIHEJ-UHFFFAOYSA-N,12,C1CCNC1,pyrrolidine
3,Y3D-04,York3D,,2-methyl-1-methylsulfonylpyrrolidine-2-carboxamide,CC1(C(N)=O)N(S(=O)(C)=O)CCC1,CC1(C(N)=O)N(S(=O)(C)=O)CCC1,XAWDXPQZJDKTIA-UHFFFAOYSA-N,13,C1CCNC1,pyrrolidine
4,Y3D-05,York3D,,2-methyl-1-methylsulfonylpyrrolidine-2-carboxylicacid,CC1(C(O)=O)N(S(=O)(C)=O)CCC1,CC1(C(O)=O)N(S(=O)(C)=O)CCC1,BNBPOOMEAIZAQD-UHFFFAOYSA-N,13,C1CCNC1,pyrrolidine
5,Y3D-06,York3D,,2-methyl-1-methylsulfonylpyrrolidine-2-carbonitrile,CC1(C#N)N(S(=O)(C)=O)CCC1,CC1(C#N)N(S(=O)(C)=O)CCC1,VZKWVLPPXGYTBP-UHFFFAOYSA-N,12,C1CCNC1,pyrrolidine
6,Y3D-07,York3D,,methyl1-acetyl-2-methylpyrrolidine-2-carboxylate,CC1(C(OC)=O)N(C(C)=O)CCC1,CC1(C(OC)=O)N(C(C)=O)CCC1,GAAFTYXLJISTGT-UHFFFAOYSA-N,13,C1CCNC1,pyrrolidine
7,Y3D-08,York3D,,methyl2-methyl-1-methylsulfonylpyrrolidine-2-carboxylate,CC1(C(OC)=O)N(S(=O)(C)=O)CCC1,CC1(C(OC)=O)N(S(=O)(C)=O)CCC1,APDJGJFQSBOQHM-UHFFFAOYSA-N,14,C1CCNC1,pyrrolidine
8,Y3D-09,York3D,,"methyl(2R,3R)-2-methylpiperidine-3-carboxylate",C[C@H]1NCCC[C@H]1C(OC)=O,C[C@H]1NCCC[C@H]1C(OC)=O,ZORUKIWYFWDAKK-RNFRBKRXSA-N,11,C1CCNCC1,Piperidine
9,Y3D-10,York3D,,"methyl(2R,3R)-2-methyl-1-methylsulfonylpiperidine-3-carboxylate",C[C@H]1N(S(=O)(C)=O)CCC[C@H]1C(OC)=O,C[C@H]1N(S(=O)(C)=O)CCC[C@H]1C(OC)=O,SRFBRZBHPDSDRT-HTQZYQBOSA-N,15,C1CCNCC1,Piperidine
10,Y3D-11,York3D,,"(2R,3R)-2-methyl-1-methylsulfonylpiperidine-3-carboxylicacid",C[C@H]1N(S(=O)(C)=O)CCC[C@H]1C(O)=O,C[C@H]1N(S(=O)(C)=O)CCC[C@H]1C(O)=O,GJXOLQIFKDGWPD-RNFRBKRXSA-N,14,C1CCNCC1,Piperidine
11,Y3D-12,York3D,,"(2R,3R)-2-methyl-1-methylsulfonylpiperidine-3-carboxamide",C[C@H]1N(S(=O)(C)=O)CCC[C@H]1C(N)=O,C[C@H]1N(S(=O)(C)=O)CCC[C@H]1C(N)=O,ZHLDXLSBRBBGSZ-RNFRBKRXSA-N,14,C1CCNCC1,Piperidine
12,Y3D-13,York3D,,"(2R,3R)-2-methyl-1-methylsulfonylpiperidine-3-carbonitrile",C[C@H]1N(S(=O)(C)=O)CCC[C@H]1C#N,C[C@H]1N(S(=O)(C)=O)CCC[C@H]1C#N,FANJRWOXJRSBJO-SFYZADRCSA-N,13,C1CCNCC1,Piperidine
13,Y3D-14,York3D,,"(2R,3R)-N,2-dimethyl-1-methylsulfonylpiperidine-3-carboxamide",C[C@H]1N(S(=O)(C)=O)CCC[C@H]1C(NC)=O,C[C@H]1N(S(=O)(C)=O)CCC[C@H]1C(NC)=O,CPUIXPUDABQXEN-HTQZYQBOSA-N,15,C1CCNCC1,Piperidine
14,Y3D-15,York3D,,"[(2R,3R)-2-methyl-1-methylsulfonylpiperidin-3-yl]-pyrrolidin-1-ylmethanone",C[C@H]1N(S(=O)(C)=O)CCC[C@H]1C(N2CCCC2)=O,C[C@H]1N(S(=O)(C)=O)CCC[C@H]1C(N2CCCC2)=O,YDPJOGQGKXEOGX-GHMZBOCLSA-N,18,O=C([C@@H]1CCCNC1)N1CCCC1,[(3R)-piperidin-3-yl]-pyrrolidin-1-ylmethanone
15,Y3D-16,York3D,,"(2R,3R)-3-(methoxymethyl)-2-methylpiperidine",C[C@H]1NCCC[C@H]1COC,C[C@H]1NCCC[C@H]1COC,FSXAODKZVQVDMT-SFYZADRCSA-N,10,C1CCNCC1,Piperidine
16,Y3D-17,York3D,,"methyl(2R,3R)-1-acetyl-2-methylpiperidine-3-carboxylate",C[C@H]1N(C(C)=O)CCC[C@H]1C(OC)=O,C[C@H]1N(C(C)=O)CCC[C@H]1C(OC)=O,FWRUTXFOKASTEN-VXNVDRBHSA-N,14,C1CCNCC1,Piperidine
17,Y3D-18,York3D,,"1-[(2R,3R)-3-(hydroxymethyl)-2-methylpiperidin-1-yl]ethanone",C[C@H]1N(C(C)=O)CCC[C@H]1CO,C[C@H]1N(C(C)=O)CCC[C@H]1CO,ZOYMJTPVEFVYFS-APPZFPTMSA-N,12,C1CCNCC1,Piperidine
18,Y3D-19,York3D,,"methyl(2S,3R)-3-methyl-1-methylsulfonylpiperidine-2-carboxylate",C[C@H]1[C@@H](C(OC)=O)N(S(=O)(C)=O)CCC1,C[C@H]1[C@@H](C(OC)=O)N(S(=O)(C)=O)CCC1,HLMYNIFJGFTOOM-SFYZADRCSA-N,15,C1CCNCC1,Piperidine
19,Y3D-20,York3D,,"methyl(2S,3R)-1-acetyl-3-methylpiperidine-2-carboxylate",C[C@H]1[C@@H](C(OC)=O)N(C(C)=O)CCC1,C[C@H]1[C@@H](C(OC)=O)N(C(C)=O)CCC1,DZVNUESXSOJDTF-APPZFPTMSA-N,14,C1CCNCC1,Piperidine
20,Y3D-21,York3D,,"methyl(2S,3R)-1-acetyl-2-methylpyrrolidine-3-carboxylate",C[C@H]1[C@H](C(OC)=O)CCN1C(C)=O,C[C@H]1[C@H](C(OC)=O)CCN1C(C)=O,ABRKYGLQKPSDJT-POYBYMJQSA-N,13,C1CCNC1,pyrrolidine
21,Y3D-22,York3D,,"[(3R,6S)-6-methylpiperidin-3-yl]methanol",OC[C@H]1CN[C@@H](C)CC1,OC[C@H]1CN[C@@H](C)CC1,FMYGWFUUVQICDN-NKWVEPMBSA-N,9,C1CCNCC1,Piperidine
22,Y3D-23,York3D,,"[(2S,3S)-3-methyl-1-methylsulfonylpiperidin-2-yl]methanol",C[C@@H]1[C@@H](CO)N(S(C)(=O)=O)CCC1,C[C@@H]1[C@@H](CO)N(S(C)(=O)=O)CCC1,JACFLUHHMHHDAJ-JGVFFNPUSA-N,13,C1CCNCC1,Piperidine
23,Y3D-24,York3D,,"1-[(2S,3S)-2-(hydroxymethyl)-3-methylpiperidin-1-yl]ethanone",C[C@@H]1[C@@H](CO)N(C(C)=O)CCC1,C[C@@H]1[C@@H](CO)N(C(C)=O)CCC1,LVZIAVUYKVZSIS-IONNQARKSA-N,12,C1CCNCC1,Piperidine
24,Y3D-25,York3D,,"[(2S,6S)-6-methyl-1-methylsulfonylpiperidin-2-yl]methanol",OC[C@H]1N(S(C)(=O)=O)[C@@H](C)CCC1,OC[C@H]1N(S(C)(=O)=O)[C@@H](C)CCC1,PVAZEUFSKWVBRB-YUMQZZPRSA-N,13,C1CCNCC1,Piperidine
25,Y3D-26,York3D,,(2-methylpiperidin-2-yl)methanol,CC1(CO)CCCCN1,CC1(CO)CCCCN1,RPUZRRCAXCJUNW-UHFFFAOYSA-N,9,C1CCNCC1,Piperidine
26,Y3D-27,York3D,,(3-methylpiperidin-3-yl)methanol,CC1(CO)CNCCC1,CC1(CO)CNCCC1,DMGCHHGYZKQCNX-UHFFFAOYSA-N,9,C1CCNCC1,Piperidine
27,Y3D-28,York3D,,(4-methylpiperidin-4-yl)methanol,CC1(CO)CCNCC1,CC1(CO)CCNCC1,XZYORTYWJFJBDE-UHFFFAOYSA-N,9,C1CCNCC1,Piperidine
28,Y3D-29,York3D,,"[(2S,3R)-1,2-dimethylpiperidin-3-yl]methanol",C[C@H]1[C@H](CO)CCCN1C,C[C@H]1[C@H](CO)CCCN1C,JPCHAYDDFSSALR-YUMQZZPRSA-N,10,C1CCNCC1,Piperidine
29,Y3D-30,York3D,,"1-[(2S,3R)-3-(hydroxymethyl)-2-methylpiperidin-1-yl]ethanone",C[C@H]1[C@H](CO)CCCN1C(C)=O,C[C@H]1[C@H](CO)CCCN1C(C)=O,ZOYMJTPVEFVYFS-CBAPKCEASA-N,12,C1CCNCC1,Piperidine
30,Y3D-31,York3D,,"[(2S,3S)-2-methylpiperidin-3-yl]methanol",C[C@@H]1NCCC[C@@H]1CO,C[C@@H]1NCCC[C@@H]1CO,DAAYDZZFCLQTFA-NKWVEPMBSA-N,9,C1CCNCC1,Piperidine
31,Y3D-32,York3D,,"[(2S,3S)-1,2-dimethylpiperidin-3-yl]methanol",C[C@H]1[C@@H](CO)CCCN1C,C[C@H]1[C@@H](CO)CCCN1C,JPCHAYDDFSSALR-JGVFFNPUSA-N,10,C1CCNCC1,Piperidine
32,Y3D-33,York3D,,"[(3R,5R)-5-methylpiperidin-3-yl]methanol",OC[C@H]1CNC[C@H](C)C1,OC[C@H]1CNC[C@H](C)C1,SSKKCWRWVKPDIA-RNFRBKRXSA-N,9,C1CCNCC1,Piperidine
33,Y3D-34,York3D,,"[(3R,4R)-3-methylpiperidin-4-yl]methanol",C[C@H]1CNCC[C@H]1CO,C[C@H]1CNCC[C@H]1CO,UEJGVPVNAHDKNK-BQBZGAKWSA-N,9,C1CCNCC1,Piperidine
34,Y3D-35,York3D,,"[(3R,4R)-1,3-dimethylpiperidin-4-yl]methanol",C[C@H]1CN(C)CC[C@H]1CO,C[C@H]1CN(C)CC[C@H]1CO,DYFKIAKFHTWSOI-YUMQZZPRSA-N,10,C1CCNCC1,Piperidine
35,Y3D-36,York3D,,"[(3R,4R)-4-methylpiperidin-3-yl]methanol",C[C@@H]1CCNC[C@@H]1CO,C[C@@H]1CCNC[C@@H]1CO,XKQYEHVFBWMPDC-RNFRBKRXSA-N,9,C1CCNCC1,Piperidine
36,Y3D-37,York3D,,methyl2-methylpyrrolidine-2-carboxylate,COC(=O)C1(C)CCCN1,COC(=O)C1(C)CCCN1,CCNBDZFBJCGDIV-UHFFFAOYSA-N,10,C1CCNC1,pyrrolidine
37,Y3D-38,York3D,,"tert-butyl(3S,5S)-5-methylpyrrolidine-3-carboxylate",O=C(OC(C)(C)C)[C@H]1C[C@H](C)NC1,O=C(OC(C)(C)C)[C@H]1C[C@H](C)NC1,UQBJNCCVGNIUPH-YUMQZZPRSA-N,13,C1CCNC1,pyrrolidine
38,Y3D-39,York3D,,"methyl(2S,5S)-1-acetyl-5-methylpyrrolidine-2-carboxylate",CC(=O)N1[C@@H](CC[C@@H]1C)C(=O)OC,CC(=O)N1[C@@H](CC[C@@H]1C)C(=O)OC,OZKGZCZMUGXZPD-XPUUQOCRSA-N,13,C1CCNC1,pyrrolidine
39,Y3D-41,York3D,,"(1,3-dimethylpiperidin-3-yl)methanol",CN1CC(C)(CO)CCC1,CN1CC(C)(CO)CCC1,LIPHTBOSXYCXFC-UHFFFAOYSA-N,10,C1CCNCC1,Piperidine
40,Y3D-42,York3D,,"methyl(2S,4S)-1-acetyl-4-methylpyrrolidine-2-carboxylate",CC(=O)N1C[C@@H](C)C[C@H]1C(=O)OC,CC(=O)N1C[C@@H](C)C[C@H]1C(=O)OC,KLIKARWLPNUJNB-XPUUQOCRSA-N,13,C1CCNC1,pyrrolidine
41,Y3D-43,York3D,,"tert-butyl(3S,5S)-1-acetyl-5-methylpyrrolidine-3-carboxylate",O=C(OC(C)(C)C)[C@@H]1CN(C(C)=O)[C@@H](C)C1,O=C(OC(C)(C)C)[C@@H]1CN(C(C)=O)[C@@H](C)C1,DFFABCXUQNEMKF-WPRPVWTQSA-N,16,C1CCNC1,pyrrolidine
42,Y3D-44,York3D,,"tert-butyl(3S,5S)-5-methyl-1-methylsulfonylpyrrolidine-3-carboxylate",O=C(OC(C)(C)C)[C@@H]1CN(S(C)(=O)=O)[C@@H](C)C1,O=C(OC(C)(C)C)[C@@H]1CN(S(C)(=O)=O)[C@@H](C)C1,CYZUPTBPFSUOEX-IUCAKERBSA-N,17,C1CCNC1,pyrrolidine
43,Y3D-45,York3D,,2-[4-(fluoromethyl)oxan-4-yl]pyridine,FCC1(C2=CC=CC=N2)CCOCC1,FCC1(C2=CC=CC=N2)CCOCC1,VRMWZXSXTWHOJS-UHFFFAOYSA-N,14,c1ccc(C2CCOCC2)nc1,2-(oxan-4-yl)pyridine
44,Y3D-46,York3D,,(4-pyridin-2-yloxan-4-yl)methanol,OCC1(C2=CC=CC=N2)CCOCC1,OCC1(C2=CC=CC=N2)CCOCC1,DCYPCUAPLIPKJK-UHFFFAOYSA-N,14,c1ccc(C2CCOCC2)nc1,2-(oxan-4-yl)pyridine
45,Y3D-47,York3D,,tert-butyl2-(methoxymethyl)-2-methylpyrrolidine-1-carboxylate,CC1(COC)CCCN1C(OC(C)(C)C)=O,CC1(COC)CCCN1C(OC(C)(C)C)=O,QRPHDKZEAVIVIW-UHFFFAOYSA-N,16,C1CCNC1,pyrrolidine
46,Y3D-48,York3D,,tert-butyl2-carbamoyl-2-methylpyrrolidine-1-carboxylate,CC1(C(N)=O)CCCN1C(OC(C)(C)C)=O,CC1(C(N)=O)CCCN1C(OC(C)(C)C)=O,NIQUZZCNPJAFIG-UHFFFAOYSA-N,16,C1CCNC1,pyrrolidine
47,Y3D-49,York3D,,"methyl(3R,4S)-1-acetyl-4-phenylpyrrolidine-3-carboxylate",O=C([C@@H]1[C@@H](C2=CC=CC=C2)CN(C(C)=O)C1)OC,O=C([C@@H]1[C@@H](C2=CC=CC=C2)CN(C(C)=O)C1)OC,LYLCQKVAIUPHJU-OLZOCXBDSA-N,18,c1ccc([C@@H]2CCNC2)cc1,(3S)-3-phenylpyrrolidine
48,Y3D-50,York3D,,"(3R,4S)-1-acetyl-4-phenylpyrrolidine-3-carboxylicacid",O=C([C@@H]1[C@@H](C2=CC=CC=C2)CN(C(C)=O)C1)O,O=C([C@@H]1[C@@H](C2=CC=CC=C2)CN(C(C)=O)C1)O,UJHLINFGICYWPQ-NEPJUHHUSA-N,17,c1ccc([C@@H]2CCNC2)cc1,(3S)-3-phenylpyrrolidine
49,Y3D-51,York3D,,"(2R,3R)-2-methylpiperidine-3-carboxamide",C[C@H]1NCCC[C@H]1C(N)=O,C[C@H]1NCCC[C@H]1C(N)=O,YHDRXOGOAVQKFL-PHDIDXHHSA-N,10,C1CCNCC1,Piperidine
50,Y3D-52,York3D,,"(2R,3R)-2-methylpiperidine-3-carbonitrile",C[C@H]1NCCC[C@H]1C#N,C[C@H]1NCCC[C@H]1C#N,VHFVWTLMMGORAE-RQJHMYQMSA-N,9,C1CCNCC1,Piperidine
51,Y3D-53,York3D,,"tert-butyl(3S,5S)-1,5-dimethylpyrrolidine-3-carboxylate",CN1C[C@@H](C(OC(C)(C)C)=O)C[C@@H]1C,CN1C[C@@H](C(OC(C)(C)C)=O)C[C@@H]1C,VVKIRGIJPWOSIM-IUCAKERBSA-N,14,C1CCNC1,pyrrolidine
52,Y3D-54,York3D,,"[(3S,5S)-5-methylpiperidin-3-yl]methanol",C[C@@H]1CNC[C@@H](CO)C1,C[C@@H]1CNC[C@@H](CO)C1,SSKKCWRWVKPDIA-BQBZGAKWSA-N,9,C1CCNCC1,Piperidine
53,Y3D-55,York3D,,methyl1-pyridin-2-ylcyclopentane-1-carboxylate,O=C(OC)C1(C2=NC=CC=C2)CCCC1,O=C(OC)C1(C2=NC=CC=C2)CCCC1,TXMIWSMUZKSWMJ-UHFFFAOYSA-N,15,c1ccc(C2CCCC2)nc1,2-cyclopentylpyridine
54,Y3D-56,York3D,,(1-pyridin-2-ylcyclopentyl)methanol,OCC1(C2=NC=CC=C2)CCCC1,OCC1(C2=NC=CC=C2)CCCC1,NQXVUFAYASZGFN-UHFFFAOYSA-N,13,c1ccc(C2CCCC2)nc1,2-cyclopentylpyridine
55,Y3D-57,York3D,,(1-pyridin-2-ylcyclopentyl)methanamine,NCC1(C2=NC=CC=C2)CCCC1,NCC1(C2=NC=CC=C2)CCCC1,DQSRGJUPRBBWIV-UHFFFAOYSA-N,13,c1ccc(C2CCCC2)nc1,2-cyclopentylpyridine
56,Y3D-58,York3D,,methyl4-(4-methylphenyl)piperidine-4-carboxylate,CC(C=C1)=CC=C1C2(C(OC)=O)CCNCC2,CC(C=C1)=CC=C1C2(C(OC)=O)CCNCC2,JGZXZSXVKFBXHM-UHFFFAOYSA-N,17,c1ccc(C2CCNCC2)cc1,4-Phenylpiperidine
57,Y3D-59,York3D,,methyl3-(4-methylphenyl)piperidine-3-carboxylate,CC(C=C1)=CC=C1C2(C(OC)=O)CNCCC2,CC(C=C1)=CC=C1C2(C(OC)=O)CNCCC2,KVVWQRFOFKASSK-UHFFFAOYSA-N,17,c1ccc(C2CCCNC2)cc1,3-Phenylpiperidine
58,Y3D-60,York3D,,1-acetyl-3-(4-methylphenyl)piperidine-3-carboxylicacid,OC(C1(C2=CC=C(C)C=C2)CN(C(C)=O)CCC1)=O,OC(C1(C2=CC=C(C)C=C2)CN(C(C)=O)CCC1)=O,FZGIXDHLUQHJKF-UHFFFAOYSA-N,19,c1ccc(C2CCCNC2)cc1,3-Phenylpiperidine
59,Y3D-61,York3D,,methyl3-(4-fluorophenyl)piperidine-3-carboxylate,O=C(OC)C1(C2=CC=C(F)C=C2)CNCCC1,O=C(OC)C1(C2=CC=C(F)C=C2)CNCCC1,XOWQPZPHXNVGLP-UHFFFAOYSA-N,17,c1ccc(C2CCCNC2)cc1,3-Phenylpiperidine
60,Y3D-62,York3D,,[3-(4-fluorophenyl)piperidin-3-yl]methanamine,FC(C=C1)=CC=C1C2(CN)CNCCC2,FC(C=C1)=CC=C1C2(CN)CNCCC2,LIKPSVZHINDQJO-UHFFFAOYSA-N,15,c1ccc(C2CCCNC2)cc1,3-Phenylpiperidine
61,Y3D-63,York3D,,3-(4-fluorophenyl)piperidine-3-carboxamide,O=C(N)C1(C2=CC=C(F)C=C2)CNCCC1,O=C(N)C1(C2=CC=C(F)C=C2)CNCCC1,AQYHAXBZALQJNL-UHFFFAOYSA-N,16,c1ccc(C2CCCNC2)cc1,3-Phenylpiperidine
62,Y3D-64,York3D,,methyl4-pyridin-2-yloxane-4-carboxylate,O=C(OC)C1(C2=CC=CC=N2)CCOCC1,O=C(OC)C1(C2=CC=CC=N2)CCOCC1,BCHHVDVUMOEFNT-UHFFFAOYSA-N,16,c1ccc(C2CCOCC2)nc1,2-(oxan-4-yl)pyridine
63,Y3D-65,York3D,,methyl4-(4-methoxyphenyl)oxane-4-carboxylate,O=C(OC)C1(C2=CC=C(OC)C=C2)CCOCC1,O=C(OC)C1(C2=CC=C(OC)C=C2)CCOCC1,FAWDYPLGHVQXIQ-UHFFFAOYSA-N,18,c1ccc(C2CCOCC2)cc1,4-phenyloxane
64,Y3D-66,York3D,,4-(4-methoxyphenyl)oxane-4-carboxylicacid,O=C(O)C1(C2=CC=C(OC)C=C2)CCOCC1,O=C(O)C1(C2=CC=C(OC)C=C2)CCOCC1,HUAOQQIUUYXNFN-UHFFFAOYSA-N,17,c1ccc(C2CCOCC2)cc1,4-phenyloxane
65,Y3D-67,York3D,,methyl4-(4-methylphenyl)oxane-4-carboxylate,O=C(OC)C1(C2=CC=C(C)C=C2)CCOCC1,O=C(OC)C1(C2=CC=C(C)C=C2)CCOCC1,FYNZTWZEUKUTMC-UHFFFAOYSA-N,17,c1ccc(C2CCOCC2)cc1,4-phenyloxane
66,Y3D-68,York3D,,methyl3-(4-methylphenyl)pyrrolidine-3-carboxylate,CC(C=C1)=CC=C1C2(C(OC)=O)CNCC2,CC(C=C1)=CC=C1C2(C(OC)=O)CNCC2,DZYXVONDWNODKG-UHFFFAOYSA-N,16,c1ccc(C2CCNC2)cc1,3-Phenylpyrrolidine
67,Y3D-69,York3D,,methyl1-acetyl-3-(4-methylphenyl)pyrrolidine-3-carboxylate,CC(C=C1)=CC=C1C2(C(OC)=O)CN(C(C)=O)CC2,CC(C=C1)=CC=C1C2(C(OC)=O)CN(C(C)=O)CC2,UQAMKLLLOZMCGI-UHFFFAOYSA-N,19,c1ccc(C2CCNC2)cc1,3-Phenylpyrrolidine
68,Y3D-70,York3D,,2-(benzenesulfonyl)-2-azabicyclo[3.1.0]hexane-1-carboxamide,O=S(N1CCC2C1(C(N)=O)C2)(C3=CC=CC=C3)=O,O=S(N1CCC2C1(C(N)=O)C2)(C3=CC=CC=C3)=O,CJKGGNBOZQTQER-UHFFFAOYSA-N,18,O=S(=O)(c1ccccc1)N1CCC2CC21,2-(benzenesulfonyl)-2-azabicyclo[3.1.0]hexane
69,Y3D-71,York3D,,1-(1-phenylsulfanyl-2-azabicyclo[3.1.0]hexan-2-yl)ethanone,O=C(N1CCC2C1(SC3=CC=CC=C3)C2)C,O=C(N1CCC2C1(SC3=CC=CC=C3)C2)C,ZJBUVTSMIKOSBS-UHFFFAOYSA-N,16,c1ccc(SC23CC2CCN3)cc1,
70,Y3D-72,York3D,,1-[1-(benzenesulfonyl)-2-azabicyclo[3.1.0]hexan-2-yl]ethanone,O=S(C12N(C(C)=O)CCC1C2)(C3=CC=CC=C3)=O,O=S(C12N(C(C)=O)CCC1C2)(C3=CC=CC=C3)=O,HIECFJGEFAKTSJ-UHFFFAOYSA-N,18,O=S(=O)(c1ccccc1)C12CC1CCN2,
71,Y3D-73,York3D,,"(1S,9R)-6,12-diazatricyclo[7.2.1.02,7]dodeca-2(7),3,5-triene",[C@@H]1(CC2)CC3=C(C=CC=N3)[C@H]2N1,[C@@H]1(CC2)CC3=C(C=CC=N3)[C@H]2N1,LAFOOTGCTPZPJS-APPZFPTMSA-N,12,c1cnc2c(c1)[C@@H]1CC[C@H](C2)N1,
72,Y3D-74,York3D,,"1-[(1S,9R)-6,12-diazatricyclo[7.2.1.02,7]dodeca-2(7),3,5-trien-12-yl]ethanone",O=C(N1[C@H]2CC3=C(C=CC=N3)[C@@H]1CC2)C,O=C(N1[C@H]2CC3=C(C=CC=N3)[C@@H]1CC2)C,VZERDZVLLIAWDV-SKDRFNHKSA-N,15,c1cnc2c(c1)[C@@H]1CC[C@H](C2)N1,
73,Y3D-75,York3D,,methyl2-[(4-fluorophenyl)methyl]oxolane-2-carboxylate,FC(C=C1)=CC=C1CC2(C(OC)=O)OCCC2,FC(C=C1)=CC=C1CC2(C(OC)=O)OCCC2,YTXKYWMATNMDAA-UHFFFAOYSA-N,17,c1ccc(CC2CCCO2)cc1,2-(phenylmethyl)oxolane
74,Y3D-76,York3D,,methyl3-[(4-fluorophenyl)methyl]pyrrolidine-3-carboxylate,O=C(OC)C1(CC2=CC=C(F)C=C2)CNCC1,O=C(OC)C1(CC2=CC=C(F)C=C2)CNCC1,WYCCPDWBKLUXRN-UHFFFAOYSA-N,17,c1ccc(CC2CCNC2)cc1,3-(phenylmethyl)pyrrolidine
75,Y3D-77,York3D,,3-[(4-fluorophenyl)methyl]pyrrolidine-3-carboxylicacid,OC(C1(CC2=CC=C(F)C=C2)CNCC1)=O,OC(C1(CC2=CC=C(F)C=C2)CNCC1)=O,JKBRVYSTSIYAQR-UHFFFAOYSA-N,16,c1ccc(CC2CCNC2)cc1,3-(phenylmethyl)pyrrolidine
76,Y3D-79,York3D,,3-[(4-fluorophenyl)methyl]pyrrolidin-3-amine,NC1(CC2=CC=C(F)C=C2)CNCC1,NC1(CC2=CC=C(F)C=C2)CNCC1,QLELFCRHVDEMFD-UHFFFAOYSA-N,14,c1ccc(CC2CCNC2)cc1,3-(phenylmethyl)pyrrolidine
77,Y3D-80,York3D,,"spiro[1,4-dihydroquinoline-3,4'-oxane]-2-one",O=C(NC(C=CC=C1)=C1C2)C32CCOCC3,O=C(NC(C=CC=C1)=C1C2)C32CCOCC3,GROGBLCAXVTMEK-UHFFFAOYSA-N,16,O=C1Nc2ccccc2CC12CCOCC2,
78,Y3D-81,York3D,,"spiro[1,4-dihydroquinoline-3,2'-pyrrolidine]-2-one",O=C1NC2=C(C=CC=C2)CC31NCCC3,O=C1NC2=C(C=CC=C2)CC31NCCC3,ABOZUPQQWCLVDB-UHFFFAOYSA-N,15,O=C1Nc2ccccc2CC12CCCN2,
79,Y3D-82,York3D,,"methyl(3R,4R)-1-acetyl-4-phenylpyrrolidine-3-carboxylate",O=C(N1C[C@H](C(OC)=O)[C@H](C2=CC=CC=C2)C1)C,O=C(N1C[C@H](C(OC)=O)[C@H](C2=CC=CC=C2)C1)C,LYLCQKVAIUPHJU-STQMWFEESA-N,18,c1ccc([C@H]2CCNC2)cc1,(3R)-3-phenylpyrrolidine
80,Y3D-83,York3D,,"1-[(3R,4R)-3-(hydroxymethyl)-4-phenylpyrrolidin-1-yl]ethanone",OC[C@@H]1[C@H](C2=CC=CC=C2)CN(C(C)=O)C1,OC[C@@H]1[C@H](C2=CC=CC=C2)CN(C(C)=O)C1,AHYYDCAAWMKXAQ-OLZOCXBDSA-N,16,c1ccc([C@H]2CCNC2)cc1,(3R)-3-phenylpyrrolidine
81,Y3D-84,York3D,,"methyl(1S,2R)-2-(1-methylpyrazol-4-yl)cyclopentane-1-carboxylate",CN(N=C1)C=C1[C@H]2[C@@H](C(OC)=O)CCC2,CN(N=C1)C=C1[C@H]2[C@@H](C(OC)=O)CCC2,JELHELYWZYDZKZ-UWVGGRQHSA-N,15,c1n[nH]cc1C1CCCC1,4-cyclopentyl-1H-pyrazole
82,Y3D-85,York3D,,"[(1S,2R)-2-(1-methylpyrazol-4-yl)cyclopentyl]methanol",OC[C@@H]1[C@H](C2=CN(C)N=C2)CCC1,OC[C@@H]1[C@H](C2=CN(C)N=C2)CCC1,FTZBADNQLNPVCE-PSASIEDQSA-N,13,c1n[nH]cc1C1CCCC1,4-cyclopentyl-1H-pyrazole
83,Y3D-86,York3D,,"(3R,4R)-4-(4-fluorophenyl)oxolane-3-carboxylicacid",FC(C=C1)=CC=C1[C@H]2[C@@H](C(O)=O)COC2,FC(C=C1)=CC=C1[C@H]2[C@@H](C(O)=O)COC2,CPIHWVCQDUWLRD-UWVGGRQHSA-N,15,c1ccc([C@H]2CCOC2)cc1,
84,Y3D-87,York3D,,"4-[(1R,2S)-2-(fluoromethyl)cyclopentyl]-1-methylpyrazole",FC[C@@H]1[C@H](C2=CN(C)N=C2)CCC1,FC[C@@H]1[C@H](C2=CN(C)N=C2)CCC1,UMDFDJCRLGJNHD-PSASIEDQSA-N,13,c1n[nH]cc1C1CCCC1,4-cyclopentyl-1H-pyrazole
85,Y3D-88,York3D,,"methyl(1S,2R)-2-thiophen-3-ylcyclopentane-1-carboxylate",O=C([C@@H]1[C@H](C2=CSC=C2)CCC1)OC,O=C([C@@H]1[C@H](C2=CSC=C2)CCC1)OC,CVGWPIOOAONIKW-UWVGGRQHSA-N,14,c1cc(C2CCCC2)cs1,3-cyclopentylthiophene
